gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedMedia	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
1257498597																										454862																																	MFU	MFU			HumanObservation				454862	454862		Gaarder, G.																												p2urhDPOKT					2015	07	12												Europe				Norway		Møre og Romsdal	Sykkylven		Brunstad: Kløvskreda												62.27822500	6.6491964			20																																					Gaarder, G.	2015-07-12												Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Lophoziaceae	Anastrophyllum											
1257498583																										454857																																	MFU	MFU			HumanObservation				454857	454857		Gaarder, G.																												p2urhDPOKT					2015	07	12												Europe				Norway		Møre og Romsdal	Sykkylven		Regndalen øvre												62.28112526	6.6322550			20																																					Gaarder, G.	2015-07-12												Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Lophoziaceae	Anastrophyllum											
1257406224																										urn:catalog:TRH:B:81672/1													2016-03-15																				TRH	B			PreservedSpecimen				urn:catalog:TRH:B:81672/1	81672/1	1250	Geir Gaarder																																	2015	07	15		Boreal regnskog med furu. Marka										EU				Norway		Sogn og Fjordane	Gloppen		Vassendevatnet												61.6013	5.7084		20																																						Kristian Hassel	2016-03-15												Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum						(Hook.) Steph.					
1257406223																										urn:catalog:TRH:B:81691/1													2016-03-11																				TRH	B			PreservedSpecimen				urn:catalog:TRH:B:81691/1	81691/1	1270	Geir Gaarder																																	2015	07	16		Berghammer i bekk. Berg										EU				Norway		Sogn og Fjordane	Bremanger		Inste Bårdvikneset												61.8081	5.1821		20																																						Geir Gaarder	2015-07-16												Herbertus stramineus								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Herbertaceae	Herbertus						(Dumort.) Trevis.					
1257406220																										urn:catalog:TRH:B:81666/1													2016-03-11																				TRH	B			PreservedSpecimen				urn:catalog:TRH:B:81666/1	81666/1	1243	Geir Gaarder																																	2015	07	12		Hei. Marka										EU				Norway		Møre og Romsdal	Sykkylven		Regndalen												62.2815	6.6343		20																																						Geir Gaarder	2015-07-12												Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum						(Hook.) Steph.					
1257406218																										urn:catalog:TRH:B:81677/1													2016-03-11																				TRH	B			PreservedSpecimen				urn:catalog:TRH:B:81677/1	81677/1	1255	Geir Gaarder																																	2015	10	01		Berghammer i regnskogsmiljø. Berg										EU				Norway		Sogn og Fjordane	Flora		Osøyra: Tjærelia vest												61.5398	5.4068		20																																						Geir Gaarder	2015-10-01												Herbertus stramineus								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Herbertaceae	Herbertus						(Dumort.) Trevis.					
1257406217																										urn:catalog:TRH:B:81669/1													2016-03-11																				TRH	B			PreservedSpecimen				urn:catalog:TRH:B:81669/1	81669/1	1246	Geir Gaarder																																	2015	07	12		Hei. Marka										EU				Norway		Møre og Romsdal	Sykkylven		Kløvskredene												62.2782	6.6492		20																																						Geir Gaarder	2015-07-12												Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum						(Hook.) Steph.					
1257406212																										urn:catalog:TRH:B:81686/1													2016-03-11																				TRH	B			PreservedSpecimen				urn:catalog:TRH:B:81686/1	81686/1	1264	Geir Gaarder																																	2015	07	16		Berghammer i oseanisk hei og skog. Berg										EU				Norway		Sogn og Fjordane	Bremanger		Inste Bårdvikneset												61.8076	5.1805		20																																						Geir Gaarder	2015-07-16												Herbertus stramineus								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Herbertaceae	Herbertus						(Dumort.) Trevis.					
1257406210																										urn:catalog:TRH:B:81682/1													2016-03-11																				TRH	B			PreservedSpecimen				urn:catalog:TRH:B:81682/1	81682/1	1260	Geir Gaarder																																	2015	10	01		Berghammer i regnskogsmiljø. Berg										EU				Norway		Sogn og Fjordane	Flora		Osøyra: Tjærelia vest												61.5406	5.4051		20																																						Geir Gaarder	2015-10-01												Herbertus stramineus								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Herbertaceae	Herbertus						(Dumort.) Trevis.					
1257406207																										urn:catalog:TRH:B:81675/1													2016-03-11																				TRH	B			PreservedSpecimen				urn:catalog:TRH:B:81675/1	81675/1	1253	Geir Gaarder																																	2015	10	01		Berghammer i regnskogsmiljø. Berg										EU				Norway		Sogn og Fjordane	Flora		Osøyra: Tjærelia vest												61.544	5.4046		20																																						Geir Gaarder	2015-10-01												Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum						(Hook.) Steph.					
1257406206																										urn:catalog:TRH:B:81697/2													2016-03-15																				TRH	B			PreservedSpecimen				urn:catalog:TRH:B:81697/2	81697/2		Geir Gaarder																																	2015	07	15		Boreal regnskog med furu. Marka										EU				Norway		Sogn og Fjordane	Gloppen		Pikåsen												61.5993	5.6917		300																																						Kristian Hassel	2016-03-15												Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum						(Hook.) Steph.					
1257406204																										urn:catalog:TRH:B:81668/1													2016-03-11																				TRH	B			PreservedSpecimen				urn:catalog:TRH:B:81668/1	81668/1	1245	Geir Gaarder																																	2015	10	02		Berghammer i regnskogsmiljø. Berg										EU				Norway		Sogn og Fjordane	Flora		Osøyra: Tjærelia												61.5321	5.4311		20																																						Geir Gaarder	2015-10-02												Herbertus stramineus								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Herbertaceae	Herbertus						(Dumort.) Trevis.					
1257406201																										urn:catalog:TRH:B:81683/1													2016-03-11																				TRH	B			PreservedSpecimen				urn:catalog:TRH:B:81683/1	81683/1	1261	Geir Gaarder																																	2015	10	01		Berghammer i regnskogsmiljø. Berg										EU				Norway		Sogn og Fjordane	Flora		Osøyra: Tjærelia vest												61.5399	5.4087		20																																						Geir Gaarder	2015-10-01												Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum						(Hook.) Steph.					
1257406189																										urn:catalog:TRH:B:81695/1													2016-03-11																				TRH	B			PreservedSpecimen				urn:catalog:TRH:B:81695/1	81695/1	1274	Geir Gaarder																																	2015	07	15		Boreal regnskog med furu. Marka										EU				Norway		Sogn og Fjordane	Gloppen		Sletteheia nord												61.6008	5.6868		20																																						Geir Gaarder	2015-07-15												Anastrophyllum joergensenii								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum						Schiffn.					
1241267890																										urn:uuid:c1646345-dc3e-4b13-a886-0e49ec1f67bc																																	nbf	so2-mosses			HumanObservation			"{""ValidationStatus"":""Approved Documented""}"	urn:uuid:c1646345-dc3e-4b13-a886-0e49ec1f67bc	12339417	None	Dag Holtan	0				None					None		None		None		NBF/SO-Plants/2037503	None	None															2012	10	11			None									None				NORWAY		Møre og Romsdal	Møre og Romsdal		Nøvdalen, Ørsta, Mr				None			None					62.2364965	6.3501728		5			None			None	None									None																				None			None		validated										Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum		None	None			(Hook.) Steph.					
1241267861																										urn:uuid:02674be9-8ed1-413e-af56-98ff7a86f005																																	nbf	so2-mosses			HumanObservation			"{""ValidationStatus"":""Approved Documented""}"	urn:uuid:02674be9-8ed1-413e-af56-98ff7a86f005	12339416	None	Dag Holtan	0				None					None		None		None		NBF/SO-Plants/2037501	None	None															2012	10	11			None									None				NORWAY		Møre og Romsdal	Møre og Romsdal		Nøvdalen, Ørsta, Mr				None			None					62.2367936	6.3475677		5			None			None	None									None																				None			None		validated										Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum		None	None			(Hook.) Steph.					
1241190196																										urn:uuid:066ae039-e80d-4b2e-b544-ba254abba856																																	nbf	so2-mosses			PreservedSpecimen			"{""ValidationStatus"":""Approved Media""}"	urn:uuid:066ae039-e80d-4b2e-b544-ba254abba856	12269147	None	Steinar Vatne	0				None					None		None		None		NBF/SO-Plants/2077208	None	None															2012	8	1			None									None				NORWAY		Sogn og Fjordane	Sogn og Fjordane		Nipedalen øvre, Gloppen, Sf				None			None					61.6940308	5.8734099		25			None			None	None									None																				None			None		validated										Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum		None	None			(Hook.) Steph.					
1241188033																										urn:uuid:e675d8bc-d28f-4de1-97f7-1823823c9c40																																	nbf	so2-mosses			HumanObservation			"{""ValidationStatus"":""Approved Documented""}"	urn:uuid:e675d8bc-d28f-4de1-97f7-1823823c9c40	12267168	None	Dag Holtan	0				None					None		None		None		NBF/SO-Plants/2037502	None	None															2012	10	11			None									None				NORWAY		Møre og Romsdal	Møre og Romsdal		Nøvdalen, Ørsta, Mr				None			None					62.2366011	6.3507028		5			None			None	None									None																				None			None		validated										Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum		None	None			(Hook.) Steph.					
1241187989																										urn:uuid:e2a18815-9848-46f1-94b6-7fb3a9961b44																																	nbf	so2-mosses			HumanObservation			"{""ValidationStatus"":""Approved Documented""}"	urn:uuid:e2a18815-9848-46f1-94b6-7fb3a9961b44	12267169	None	Anders Breili	0				None					None		None		None		NBF/SO-Plants/2367731	None	None															2014	10	9			None									None				NORWAY		Sogn og Fjordane	Sogn og Fjordane		Sørdalen NR, V for Langevatnet, Bremanger, Sf				None			None					61.8205882	5.4076604		10			None			None	None									None																				None			None		validated										Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum		None	None			(Hook.) Steph.					
1241187182																										urn:uuid:eec49bb0-99d3-4820-a211-392ae5dbbcd6																																	nbf	so2-mosses			HumanObservation			"{""ValidationStatus"":""Approved Documented""}"	urn:uuid:eec49bb0-99d3-4820-a211-392ae5dbbcd6	12266401	None	Anders Breili	0				None					None		None		None		NBF/SO-Plants/2367708	None	None															2014	10	9			None									None				NORWAY		Sogn og Fjordane	Sogn og Fjordane		Sørdalen NR, V for Langevatnet, Bremanger, Sf				None			None					61.8225692	5.4147211		10			None			None	None									None																				None			None		validated										Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum		None	None			(Hook.) Steph.					
1241187141																										urn:uuid:4f578ca0-05a9-419e-9d13-ded9afc2dfd4																																	nbf	so2-mosses			HumanObservation			"{""ValidationStatus"":""Approved Documented""}"	urn:uuid:4f578ca0-05a9-419e-9d13-ded9afc2dfd4	12266400	None	Dag Holtan	0				None					None		None		None		NBF/SO-Plants/2037504	None	None															2012	10	11			None									None				NORWAY		Møre og Romsdal	Møre og Romsdal		Nøvdalen, Ørsta, Mr				None			None					62.2358312	6.3480617		5			None			None	None									None																				None			None		validated										Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum		None	None			(Hook.) Steph.					
1241186568																										urn:uuid:16b26f24-f65d-4a1a-85ba-10976eb86792																																	nbf	so2-mosses			HumanObservation				urn:uuid:16b26f24-f65d-4a1a-85ba-10976eb86792	12265890	None	John Bjarne Jordal, Torbjørn Høitomt, Kristin Wangen, Perry Gunnar Larsen	0				None					None		None		None		NBF/SO-Plants/2271513	None	None															2014	6	16			None									None				NORWAY		Sogn og Fjordane	Sogn og Fjordane		Botnedalen, Bremanger, Sf				None			None					61.85371	5.4961804		5			None			None	None									None																				None			None												Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum		None	None			(Hook.) Steph.					
1241185862																										urn:uuid:12bbe69b-bbfc-4ca8-bf19-5620bf8254df																																	nbf	so2-mosses			HumanObservation			"{""ValidationStatus"":""Approved Documented""}"	urn:uuid:12bbe69b-bbfc-4ca8-bf19-5620bf8254df	12265280	None	Perry Gunnar Larsen, Dag Holtan	0				None					None		None		None		NBF/SO-Plants/2101982	None	None															2013	6	15			None									None				NORWAY		Møre og Romsdal	Møre og Romsdal		Regndalselva, Sykkylven, Mr				None			None					62.2817729	6.6315072		10			None			None	None									None																				None			None		validated										Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum		None	None			(Hook.) Steph.					
1241185245																										urn:uuid:6e5b45c7-9065-444a-9f0b-c0165752b208																																	nbf	so2-mosses			HumanObservation				urn:uuid:6e5b45c7-9065-444a-9f0b-c0165752b208	12264656	None	John Bjarne Jordal, Torbjørn Høitomt, Kristin Wangen, Perry Gunnar Larsen	0				None					None		None		None		NBF/SO-Plants/2271502	None	None															2014	6	16			None									None				NORWAY		Sogn og Fjordane	Sogn og Fjordane		Botnedalen, Bremanger, Sf				None			None					61.8497137	5.4738213		5			None			None	None									None																				None			None												Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum		None	None			(Hook.) Steph.					
1241185138																										urn:uuid:aeb9c7cc-0928-484b-98b3-ac8b0bbe27e7																																	nbf	so2-mosses			HumanObservation			"{""ValidationStatus"":""Approved Documented""}"	urn:uuid:aeb9c7cc-0928-484b-98b3-ac8b0bbe27e7	12264538	None	Anders Breili	0				None					None		None		None		NBF/SO-Plants/2367727	None	None															2014	10	9			None									None				NORWAY		Sogn og Fjordane	Sogn og Fjordane		Sørdalen NR, V for Langevatnet, Bremanger, Sf				None			None					61.8211227	5.4095918		10			None			None	None									None																				None			None		validated										Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum		None	None			(Hook.) Steph.					
1241185101																										urn:uuid:7d723230-d674-4fbc-b982-1406d6cab73e																																	nbf	so2-mosses			HumanObservation			"{""ValidationStatus"":""Approved Documented""}"	urn:uuid:7d723230-d674-4fbc-b982-1406d6cab73e	12264536	None	Perry Gunnar Larsen, Dag Holtan	0				None					None		None		None		NBF/SO-Plants/2101985	None	None															2013	6	15			None									None				NORWAY		Møre og Romsdal	Møre og Romsdal		Regndalselva, Sykkylven, Mr				None			None					62.2816016	6.6312197		10			None			None	None									None																				None			None		validated										Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum		None	None			(Hook.) Steph.					
1241185076																										urn:uuid:1840e37a-f7f3-419c-9e8d-55eb9125e532																																	nbf	so2-mosses			HumanObservation			"{""ValidationStatus"":""Approved Media""}"	urn:uuid:1840e37a-f7f3-419c-9e8d-55eb9125e532	12264537	None	Anders Breili	0				None					None		None		None		NBF/SO-Plants/2367695	None	None															2014	10	9			None									None				NORWAY		Sogn og Fjordane	Sogn og Fjordane		Sørdalen NR, V for Langevatnet, Bremanger, Sf				None			None					61.8226117	5.4157003		10			None			None	None									None																				None			None		validated										Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum		None	None			(Hook.) Steph.					
1241184555																										urn:uuid:98de1b49-66b0-423e-8ae7-8a4946f915e4																																	nbf	so2-mosses			HumanObservation				urn:uuid:98de1b49-66b0-423e-8ae7-8a4946f915e4	12264056	None	John Bjarne Jordal, Torbjørn Høitomt, Kristin Wangen, Perry Gunnar Larsen	0				None					None		None		None		NBF/SO-Plants/2271511	None	None															2014	6	16			None									None				NORWAY		Sogn og Fjordane	Sogn og Fjordane		Botnedalen, Bremanger, Sf				None			None					61.8507859	5.5084873		5			None			None	None									None																				None			None												Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum		None	None			(Hook.) Steph.					
1241184552																										urn:uuid:edf2dc0f-517e-45eb-9d3f-4f422ece9492																																	nbf	so2-mosses			HumanObservation			"{""ValidationStatus"":""Approved Documented""}"	urn:uuid:edf2dc0f-517e-45eb-9d3f-4f422ece9492	12264055	None	Perry Gunnar Larsen, Dag Holtan	0				None					None		None		None		NBF/SO-Plants/1998195	None	None															2012	8	9			None									None				NORWAY		Sogn og Fjordane	Sogn og Fjordane		Grimeskardet, Eid, Sf				None			None					61.9525949	6.0261505		25			None			None	None									None																				None			None		validated										Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum		None	None			(Hook.) Steph.					
1241184454																										urn:uuid:c507cb73-81e8-4e89-afff-341bbf109aaf																																	nbf	so2-mosses			HumanObservation			"{""ValidationStatus"":""Approved Documented""}"	urn:uuid:c507cb73-81e8-4e89-afff-341bbf109aaf	12263909	None	Perry Gunnar Larsen, Dag Holtan	0				None					None		None		None		NBF/SO-Plants/2101986	None	None															2013	6	15			None									None				NORWAY		Møre og Romsdal	Møre og Romsdal		Regndalselva, Sykkylven, Mr				None			None					62.2823203	6.6309861		10			None			None	None									None																				None			None		validated										Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum		None	None			(Hook.) Steph.					
1241184400																										urn:uuid:3b772e59-dc29-47e5-a741-b86568368cde																																	nbf	so2-mosses			HumanObservation			"{""ValidationStatus"":""Approved Documented""}"	urn:uuid:3b772e59-dc29-47e5-a741-b86568368cde	12263908	None	Perry Gunnar Larsen, Dag Holtan	0				None					None		None		None		NBF/SO-Plants/2101981	None	None															2013	6	15			None									None				NORWAY		Møre og Romsdal	Møre og Romsdal		Regndalselva, Sykkylven, Mr				None			None					62.2818774	6.631597		10			None			None	None									None																				None			None		validated										Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum		None	None			(Hook.) Steph.					
1241183832																										urn:uuid:f468b199-7237-45e4-b5a6-9e938df5acbe																																	nbf	so2-mosses			HumanObservation			"{""ValidationStatus"":""Approved Documented""}"	urn:uuid:f468b199-7237-45e4-b5a6-9e938df5acbe	12263337	None	Perry Gunnar Larsen, Dag Holtan	0				None					None		None		None		NBF/SO-Plants/1639622	None	None															2010	6	23			None									None				NORWAY		Møre og Romsdal	Møre og Romsdal		Reindalen, Sykkylven, Mr				None			None					62.2820612	6.6301687		1			None			None	None									None																				None			None		validated										Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum		None	None			(Hook.) Steph.					
1241160330																										urn:uuid:45a0eaa0-2628-42bf-9c97-d2286cb65d46																																	nbf	so2-mosses			HumanObservation			"{""ValidationStatus"":""Approved Documented""}"	urn:uuid:45a0eaa0-2628-42bf-9c97-d2286cb65d46	12241922	None	Perry Gunnar Larsen, Dag Holtan	5				None					None		None		None		NBF/SO-Plants/1682296	None	None															2010	8	6			None									None				NORWAY		Møre og Romsdal	Møre og Romsdal		Oksaskaret Årskogsætra, Ørsta, Mr				None			None					62.2922502	6.2040438		1			None			None	None									None																				None			None		validated										Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum		None	None			(Hook.) Steph.					
1241160278																										urn:uuid:4e8e3b10-2747-442e-a550-69c33a35fb94																																	nbf	so2-mosses			HumanObservation			"{""ValidationStatus"":""Approved Documented""}"	urn:uuid:4e8e3b10-2747-442e-a550-69c33a35fb94	12241923	None	Perry Gunnar Larsen, Dag Holtan	0				None					None		None		None		NBF/SO-Plants/2103802	None	None															2013	6	15			None									None				NORWAY		Møre og Romsdal	Møre og Romsdal		Regndalen, Sykkylven, Mr				None			None					62.2815807	6.6331062		50			None			None	None									None																				None			None		validated										Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum		None	None			(Hook.) Steph.					
1241157687																										urn:uuid:fc71c344-659b-46ef-b817-b1913ebd0919																																	nbf	so2-mosses			HumanObservation			"{""ValidationStatus"":""Approved Documented""}"	urn:uuid:fc71c344-659b-46ef-b817-b1913ebd0919	12239544	None	Perry Gunnar Larsen, Dag Holtan	0				None					None		None		None		NBF/SO-Plants/1639623	None	None															2010	6	23			None									None				NORWAY		Møre og Romsdal	Møre og Romsdal		Reindalen, Sykkylven, Mr				None			None					62.2831893	6.6356304		1			None			None	None									None																				None			None		validated										Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum		None	None			(Hook.) Steph.					
1241156733																										urn:uuid:71f5b382-737e-4aa6-b951-2a834bae1598																																	nbf	so2-mosses			HumanObservation			"{""ValidationStatus"":""Approved Documented""}"	urn:uuid:71f5b382-737e-4aa6-b951-2a834bae1598	12238780	None	Perry Gunnar Larsen, Dag Holtan	0				None					None		None		None		NBF/SO-Plants/2101983	None	None															2013	6	15			None									None				NORWAY		Møre og Romsdal	Møre og Romsdal		Regndalselva, Sykkylven, Mr				None			None					62.2824247	6.6313814		10			None			None	None									None																				None			None		validated										Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum		None	None			(Hook.) Steph.					
1241156570																										urn:uuid:b1048475-efa1-4daf-ba90-1bf1f650f5bc																																	nbf	so2-mosses			HumanObservation				urn:uuid:b1048475-efa1-4daf-ba90-1bf1f650f5bc	12238515	None	John Bjarne Jordal, Torbjørn Høitomt, Kristin Wangen, Perry Gunnar Larsen	0				None					None		None		None		NBF/SO-Plants/2271670	None	None															2014	6	16			None									None				NORWAY		Sogn og Fjordane	Sogn og Fjordane		Åfoten, Bremanger, Sf				None			None					61.84116	5.7841264		250			None			None	None									None																				None			None												Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum		None	None			(Hook.) Steph.					
1241156497																										urn:uuid:87a96232-0c84-49a6-9aa4-d7eef4258b38																																	nbf	so2-mosses			HumanObservation			"{""ValidationStatus"":""Approved Documented""}"	urn:uuid:87a96232-0c84-49a6-9aa4-d7eef4258b38	12238565	None	Perry Gunnar Larsen, Dag Holtan	0				None					None		None		None		NBF/SO-Plants/2101987	None	None															2013	6	15			None									None				NORWAY		Møre og Romsdal	Møre og Romsdal		Regndalselva, Sykkylven, Mr				None			None					62.2815598	6.6308244		10			None			None	None									None																				None			None		validated										Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum		None	None			(Hook.) Steph.					
1241156472																										urn:uuid:49ea51f8-4d2d-485b-a892-6293adf3125c																																	nbf	so2-mosses			HumanObservation			"{""ValidationStatus"":""Approved Media""}"	urn:uuid:49ea51f8-4d2d-485b-a892-6293adf3125c	12238566	None	Perry Gunnar Larsen, Dag Holtan	250				None					None		None		None		NBF/SO-Plants/2101980	None	None															2013	6	15			None									None				NORWAY		Møre og Romsdal	Møre og Romsdal		Regndalselva, Sykkylven, Mr				None			None					62.2817228	6.6320012		10			None			None	None									None																				None			None		validated										Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum		None	None			(Hook.) Steph.					
1241156447																										urn:uuid:ebc30f97-3df6-41dc-9a21-1a61a04b9eac																																	nbf	so2-mosses			HumanObservation			"{""ValidationStatus"":""Approved Documented""}"	urn:uuid:ebc30f97-3df6-41dc-9a21-1a61a04b9eac	12238516	None	Anders Breili	0				None					None		None		None		NBF/SO-Plants/2367732	None	None															2014	10	9			None									None				NORWAY		Sogn og Fjordane	Sogn og Fjordane		Sørdalen NR, V for Langevatnet, Bremanger, Sf				None			None					61.8211015	5.4082443		10			None			None	None									None																				None			None		validated										Anastrophyllum donnianum								Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Anastrophyllaceae	Anastrophyllum		None	None			(Hook.) Steph.					
